,0,1,2,3,4,5,6,7,8,9,10,,
18970,5451,C2E046,,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
18971,5452,C2E046,,Yasha,Attack,18,11,,,,Magician's Judge Reckless,,
18972,5453,C2E046,,Yasha,Damage,19,,,19 to Lightning Creature,,,,
18973,5454,C2E046,,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
18974,5455,C2E046,,Yasha,Attack,19,12,,,,Magician's Judge Reckless,,
18975,5456,C2E046,,Yasha,Damage,10,,,10 to Lightning Creature,,,,
18976,5457,C2E046,,Yasha,Attack,13,6,,,,Magician's Judge AoO,,
18977,5458,C2E046,,Yasha,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage,,
18978,5459,C2E046,,Yasha,Dexterity Save,20,18,,13 (26/2) Lightning to Yasha,,Against Anger of the Tempest with advantage,,
18979,5460,C2E046,,Yasha,Attack,21,14,,,,Magician's Judge AoO,,
18980,5461,C2E046,,Yasha,Damage,10,,,10 to Lightning Creature,,,,
18981,5462,C2E046,,Yasha,Attack,18,11,,,,Magician's Judge Reckless,,
18982,5463,C2E046,,Yasha,Attack,25,18,,25 to Lightning Creature,,,,
18983,5464,C2E046,,Yasha,Attack,10,3,,,,Magician's Judge Reckless,,
18984,5465,C2E046,,Yasha,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage,,
18985,5466,C2E046,,Yasha,Dexterity Save,11,9,,13 Lightning to Yasha,,Against Anger of the Tempest with advantage,,
18986,5467,C2E046,,Yasha,Athletics,12,6,,,,Disregarded due to advantage,,
18987,5468,C2E046,,Yasha,Athletics,12,6,,,,With advantage,,
18988,5469,C2E046,,Yasha,Athletics,Unknown,Unknown,,,,Disregarded due to advantage,,
18989,5470,C2E046,,Yasha,Athletics,22,16,,,,With advantage,,
18990,5471,C2E046,,Yasha,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
18991,5472,C2E046,,Yasha,Strength,16,13,,,,With advantage,,
18992,5473,C2E046,,Yasha,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
18993,5474,C2E046,,Yasha,Strength,17,14,,,1,With advantage,,
18994,5475,C2E046,,Jester,Healing,14,,,,,"Cure Wounds (3rd), Yasha heals 14 points",,
18995,5476,C2E046,,Caduceus,Healing,21,,,,,"Cure Wounds (3rd), Yasha heals 21 points",,
18996,5477,C2E046,,Caduceus,Perception,Unknown,Unknown,,,,Disregarded due to advantage,,
18997,5478,C2E046,,Caduceus,Perception,14,6,,,,With advantage,,
18998,5479,C2E046,,Frumpkin,Perception,8,5,,,,,,
18999,5480,C2E046,,Frumpkin,Perception,14,11,,,,,,
19000,5481,C2E046,,Beau,Perception,8,5,,,,,,
19001,5482,C2E046,,Caduceus,Perception,10,2,,,,,,
19002,5483,C2E046,,Jester,Stealth,Nat20,20,,,,,,
19003,5484,C2E046,,Fjord,Stealth,13,13,,,,,,
19004,5485,C2E046,,Beau,Stealth,12,5,,,,,,
19005,5486,C2E046,,Caleb,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
19006,5487,C2E046,,Caleb,Stealth,20,19,,,,With advantage,,
19007,5488,C2E046,,Nott,Stealth,23,13,,,,,,
19008,5489,C2E046,,Caduceus,Stealth,6,5,,,,,,
19009,5490,C2E046,,Yasha,Stealth,14,12,,,,,,
19010,5491,C2E046,,Caduceus,Perception,20,12,,,,Disregarded due to disadvantage,,
19011,5492,C2E046,,Caduceus,Perception,16,8,,,,With disadvantage,,
19012,5493,C2E046,,Fjord,Spell Attack,26,19,,,,Eldritch Blast,,
19013,5494,C2E046,,Fjord,Spell Attack,19,12,,,,Eldritch Blast,,
19014,5495,C2E046,,Nott,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19015,5496,C2E046,,Nott,Attack,12,4,,,,TTBB1000 with disadvantage,,
19016,5497,C2E046,,Fjord,Damage,21,,,21 to Sea Spawn,0.3,,,
19017,5498,C2E046,,Caduceus,Damage,11,,,11 to Sea Spawn,0.3,,,
19018,5499,C2E046,,Caleb,Damage,13,,,13 to Sea Spawn,0.3,,,
19019,5500,C2E046,,Nott,Damage,20,,,,,Disregarded,,
19020,5501,C2E046,,Beau,Initiative,Nat1,1,,,,,,
19021,5502,C2E046,,Jester,Initiative,18,14,,,,,,
19022,5503,C2E046,,Caleb,Initiative,18,17,,,,,,
19023,5504,C2E046,,Yasha,Initiative,17,15,,,,,,
19024,5505,C2E046,,Caduceus,Initiative,13,12,,,,,,
19025,5506,C2E046,,Nott,Initiative,11,7,,,,,,
19026,5507,C2E046,,Fjord,Initiative,2,2,,,,,,
19027,5508,C2E046,,Jester,Spell Attack,14,7,,,,Guiding Bolt,,
19028,5509,C2E046,,Jester,Damage,14,,,14 to Sea Spawn,,,,
19029,5510,C2E046,,Beau,Attack,10,2,,,,Unarmed Strike with advantage and disadvantage,,
19030,5511,C2E046,,Beau,Attack,18,11,,,,Disregarded due to disadvantage and advantage,,
19031,5512,C2E046,,Beau,Attack,13,6,,,,Unarmed Strike with disadvantage,,
19032,5513,C2E046,,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19033,5514,C2E046,,Beau,Damage,5,,,5 to Sea Spawn,,,,
19034,5515,C2E046,,Fjord,Spell Attack,Nat1,1,,,,Eldritch Blast,,
19035,5516,C2E046,,Fjord,Spell Attack,9,2,,,,Eldritch Blast,,
19036,5517,C2E046,,Fjord,Attack,10,2,,,,Falchion,,
19037,5518,C2E046,,Caleb,Spell Attack,10,2,,,,Fire Bolt,,
19038,5519,C2E046,,Yasha,Attack,23,16,,,,Magician's Judge Reckless,,
19039,5520,C2E046,,Yasha,Damage,20,,,20 to Sea Spawn,,,,
19040,5521,C2E046,,Yasha,Attack,Nat1,1,,,,Magician's Judge Reckless,,
19041,5522,C2E046,,Caduceus,Damage,11,,,11 to Sea Spawn,,Sacred Flame,,
19042,5523,C2E046,,Nott,Attack,14,7,,,,TTBB1000 SA,,
19043,5524,C2E046,,Nott,Damage,27,,,27 to Sea Spawn,1,,,
19044,5525,C2E046,,Nott,Attack,13,6,,,,TTBB1000,,
19045,5526,C2E046,,Nott,Damage,8,,,8 to Sea Spawn,1,,,
19046,5527,C2E046,,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19047,5528,C2E046,,Beau,Attack,21,14,,,,Staff with disadvantage,,
19048,5529,C2E046,,Beau,Damage,8,,,8 to Sea Spawn,,,,
19049,5530,C2E046,,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19050,5531,C2E046,,Beau,Attack,11,4,,,,Staff with disadvantage,,
19051,5532,C2E046,,Beau,Damage,12,,,12 to Sea Spawn,,,,
19052,5533,C2E046,,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19053,5534,C2E046,,Beau,Attack,13,6,,,,Unarmed Strike with disadvantage,,
19054,5535,C2E046,,Beau,Damage,10,,,10 to Sea Spawn,,,,
19055,5536,C2E046,,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19056,5537,C2E046,,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike with disadvantage,,
19057,5538,C2E046,,Beau,Damage,6,,,6 to Sea Spawn,1,,,
19058,5539,C2E046,,Fjord,Spell Attack,24,17,,,,Eldritch Blast,,
19059,5540,C2E046,,Fjord,Spell Attack,14,7,,,,Eldritch Blast,,
19060,5541,C2E046,,Fjord,Damage,10,,,10 to Sea Spawn,,,,
19061,5542,C2E046,,Fjord,Damage,8,,,8 to Sea Spawn,,,,
19062,5543,C2E046,,Fjord,Attack,16,8,,,,Falchion,,
19063,5544,C2E046,,Fjord,Damage,6,,,6 to Sea Spawn,,,,
19064,5545,C2E046,,Caleb,Damage,12,,,12 to Sea Spawn,0.5,Magic Missile,,
19065,5546,C2E046,,Jester,Damage,22,,,22 to Sea Spawn,0.5,Toll the Dead,,
19066,5547,C2E046,,Frumpkin,Perception,Nat1,1,,,,,,
19067,5548,C2E046,,Fjord,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
19068,5549,C2E046,,Fjord,Stealth,9,9,,,,With advantage,,
19069,5550,C2E046,,Fjord,Perception,16,15,,,,,,
19070,5551,C2E046,,Fjord,Perception,3,2,,,,,,
19071,5552,C2E046,,Beau,Perception,18,14,,,,,,
19072,5553,C2E046,,Yasha,Perception,16,14,,,,,,
19073,5554,C2E047,0:12:28,Caleb,Initiative,Nat20,20,,,,,,
19074,5555,C2E047,0:13:57,Beau,Initiative,22,18,,,,,,
19075,5556,C2E047,0:13:58,Nott,Initiative,22,18,,,,,,
19076,5557,C2E047,0:14:23,Fjord,Initiative,12,12,,,,,,
19077,5558,C2E047,0:14:25,Jester,Initiative,11,7,,,,,,
19078,5559,C2E047,0:14:25,Caduceus,Initiative,11,11,,,,,,
19079,5560,C2E047,0:14:32,Yasha,Initiative,7,5,,,,,,
19080,5561,C2E047,0:19:07,Beau,Attack,Nat1,1,,,,Staff,,
19081,5562,C2E047,0:19:31,Nott,Attack,26,18,,,,TTBB1000,,
19082,5563,C2E047,0:20:08,Nott,Damage,25,,,25 to Deep Scion,,,,
19083,5564,C2E047,0:21:09,Fjord,Wisdom Save,Nat20,20,,,,Against Psychic Screech,,
19084,5565,C2E047,0:21:19,Yasha,Wisdom Save,13,Unknown,,,,Against Psychic Screech with Bless,,
19085,5566,C2E047,0:21:26,Beau,Wisdom Save,11,Unknown,,,,Against Psychic Screech with Bless,,
19086,5567,C2E047,0:21:40,Caleb,Wisdom Save,15,9,,,,Against Psychic Screech,,
19087,5568,C2E047,0:21:45,Nott,Wisdom Save,6,6,,,,Against Psychic Screech,,
19088,5569,C2E047,0:22:01,Jester,Wisdom Save,Nat1,1,,,,Against Psychic Screech,,
19089,5570,C2E047,0:22:10,Caduceus,Wisdom Save,13,5,,,,Against Psychic Screech,,
19090,5571,C2E047,0:22:56,Fjord,Spell Attack,12,5,,,,Eldritch Blast,,
19091,5572,C2E047,0:23:00,Fjord,Spell Attack,15,8,,,,Eldritch Blast,,
19092,5573,C2E047,0:23:13,Fjord,Damage,10,,,10 to Deep Scion,,,,
19093,5574,C2E047,0:26:43,Beau,Constitution Save,21,18,,,,Against Tentacle,,
19094,5575,C2E047,0:26:43,Beau,Other,4,,,,,Bless,,
19095,5576,C2E047,0:27:37,Yasha,Attack,18,Unknown,,,,Magician's Judge with Bless,,
19096,5577,C2E047,0:27:43,Yasha,Attack,19,Unknown,,,,Magician's Judge with Bless,,
19097,5578,C2E047,0:27:56,Yasha,Damage,15,,,15 to Deep Scion,,,,
19098,5579,C2E047,0:28:10,Yasha,Damage,10,,,10 to Deep Scion,,,,
19099,5580,C2E047,0:28:40,Yasha,Attack,19,Unknown,,,,"Magician's Judge with Bless, Disregarded",,
19100,5581,C2E047,0:28:42,Yasha,Attack,26,19,,,,"Magician's Judge with Bless, Disregarded",,
19101,5582,C2E047,0:29:42,Caleb,Damage,12,,,12 to Deep Scion,1,Magic Missile (2nd),,
19102,5583,C2E047,0:30:59,Fjord,Spell Attack,26,19,,,,Eldritch Blast,,
19103,5584,C2E047,0:31:11,Fjord,Spell Attack,19,12,,,,Eldritch Blast,,
19104,5585,C2E047,0:31:22,Fjord,Damage,14,,,14 to Chuul 1,,,,
19105,5586,C2E047,0:31:26,Fjord,Damage,13,,,13 to Chuul 1,,,,
19106,5587,C2E047,0:32:56,Jester,Spell Attack,15,8,,,,Spiritual Weapon,,
19107,5588,C2E047,0:33:36,Jester,Damage,12,,,12 to Chuul,,Sacred Flame,,
19108,5589,C2E047,0:34:05,Caduceus,Healing,6,,,,,"Healing Word (1st), Beau heals 6 points",,
19109,5590,C2E047,0:36:07,Beau,Attack,24,17,,,,Disregarded due to disadvantage,,
19110,5591,C2E047,0:36:07,Beau,Attack,Unknown,Unknown,,,,Staff AoO with disadvantage,,
19111,5592,C2E047,0:36:25,Beau,Damage,6,,,6 to Chuul 4,,,,
19112,5593,C2E047,0:37:15,Beau,Constitution Save,14,11,,,,Against Tentacle,,
19113,5594,C2E047,0:37:15,Beau,Other,3,,,,,Bless,,
19114,5595,C2E047,0:38:39,Beau,Constitution Save,14,Unknown,,,,Against Tentacle with Bless,,
19115,5596,C2E047,0:39:29,Yasha,Attack,18,Unknown,,,,Magician's Judge Reckless with Bless,,
19116,5597,C2E047,0:39:33,Yasha,Attack,23,Unknown,,,,Magician's Judge Reckless with Bless,,
19117,5598,C2E047,0:40:00,Yasha,Damage,34,,,34 to Chuul 2,,,,
19118,5599,C2E047,0:40:10,Yasha,Damage,12,,,12 to Chuul 2,,,,
19119,5600,C2E047,0:42:07,Nott,Damage,3,,,3 to Chuul 4,,Phantasmal Force,,
19120,5601,C2E047,0:42:52,Nott,Attack,16,8,,,,TTBB1000 SA,,
19121,5602,C2E047,0:42:52,Nott,Other,1,,,,,,,
19122,5603,C2E047,0:43:03,Nott,Damage,33,,,33 to Chuul 1,,With Fury of the Small,,
19123,5604,C2E047,0:43:50,Nott,Attack,26,18,,,,TTBB1000,,
19124,5605,C2E047,0:43:54,Nott,Damage,10,,,10 to Chuul 1,,,,
19125,5606,C2E047,0:45:17,Beau,Attack,23,16,,,,Disregarded due to disadvantage,,
19126,5607,C2E047,0:45:17,Beau,Attack,Nat1,1,,,,Unarmed Strike with disadvantage,,
19127,5608,C2E047,0:46:01,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19128,5609,C2E047,0:46:01,Beau,Attack,18,11,,,,Unarmed Strike with disadvantage,,
19129,5610,C2E047,0:46:01,Beau,Other,1,,,,,Bless,,
19130,5611,C2E047,0:46:08,Beau,Damage,9,,,9 to Chuul 1,,,,
19131,5612,C2E047,0:47:39,Caleb,Damage,22,,,22 to Chuul 4,,Magic Missile (4th),,
19132,5613,C2E047,0:50:43,Beau,Attack,Nat1,1,,,,Unarmed Strike Sentinel with disadvantage,,
19133,5614,C2E047,0:50:43,Beau,Attack,Nat20,20,Y,,,Disregarded due to disadvantage,,
19134,5615,C2E047,0:52:30,Fjord,Attack,Unknown,Unknown,,,,Summer's Dance Falchion with Bless and with advantage,,
19135,5616,C2E047,0:52:30,Fjord,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19136,5617,C2E047,0:52:38,Fjord,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19137,5618,C2E047,0:52:38,Fjord,Attack,20,Unknown,,,,Summer's Dance Falchion with Bless and with advantage,,
19138,5619,C2E047,0:52:47,Fjord,Damage,11,,,11 to Chuul 1,,,,
19139,5620,C2E047,0:52:49,Fjord,Damage,7,,,7 to Chuul 1,,,,
19140,5621,C2E047,0:55:24,Jester,Damage,12,,,12 Necrotic to Chuul 3,,Toll the Dead,,
19141,5622,C2E047,0:57:03,Caduceus,Damage,14,,,14 to Chuul 3,,Shield of Retribution,,
19142,5623,C2E047,1:00:46,Yasha,Constitution Save,24,19,,,,Against Tentacle,,
19143,5624,C2E047,1:00:46,Yasha,Other,2,,,,,Bless,,
19144,5625,C2E047,1:01:23,Yasha,Attack,12,5,,,,Magician's Judge Reckless,,
19145,5626,C2E047,1:01:23,Yasha,Other,4,,,,,Bless,,
19146,5627,C2E047,1:01:34,Yasha,Attack,11,4,,,,Magician's Judge Reckless,,
19147,5628,C2E047,1:01:34,Yasha,Other,4,,,,,Bless,,
19148,5629,C2E047,1:01:52,Yasha,Damage,17,,,38 (17x2) to Chuul 2,1,HDYWTDT,,
19149,5630,C2E047,1:03:51,Beau,Attack,22,15,,,,Unarmed Strike,,
19150,5631,C2E047,1:03:51,Beau,Other,3,,,,,Bless,,
19151,5632,C2E047,1:04:07,Beau,Damage,9,,,9 to Chuul 4,,,,
19152,5633,C2E047,1:04:49,Beau,Attack,Nat20,20,Y,,,Unarmed Strike,,
19153,5634,C2E047,1:05:10,Beau,Damage,6,,,6 to Chuul 1,,,,
19154,5635,C2E047,1:05:46,Beau,Attack,13,6,,,,Unarmed Strike,,
19155,5636,C2E047,1:05:46,Beau,Other,3,,,,,Bless,,
19156,5637,C2E047,1:05:55,Beau,Damage,10,,,,,,,
19157,5638,C2E047,1:06:10,Beau,Attack,13,6,,,,Unarmed Strike,,
19158,5639,C2E047,1:06:10,Beau,Other,4,,,,,Bless,,
19159,5640,C2E047,1:06:22,Beau,Damage,6,,,6 to Chuul 1,,,,
19160,5641,C2E047,1:06:54,Nott,Attack,25,17,,,,"TTBB1000 with advantage, Disregarded",,
19161,5642,C2E047,1:06:54,Nott,Attack,20,12,,,,Disregarded due to advantage,,
19162,5643,C2E047,1:06:55,Nott,Attack,25,17,,,,"TTBB1000 with advantage, Disregarded",,
19163,5644,C2E047,1:06:55,Nott,Attack,20,12,,,,Disregarded due to advantage,,
19164,5645,C2E047,1:06:56,Nott,Attack,11,3,,,,"TTBB1000 with advantage, Disregarded",,
19165,5646,C2E047,1:06:56,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19166,5647,C2E047,1:07:25,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19167,5648,C2E047,1:07:25,Nott,Attack,22,14,,,,TTBB1000 SA with advantage,,
19168,5649,C2E047,1:07:28,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19169,5650,C2E047,1:07:28,Nott,Attack,26,18,,,,TTBB1000 with advantage,,
19170,5651,C2E047,1:07:30,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19171,5652,C2E047,1:07:30,Nott,Attack,25,17,,,,TTBB1000 with advantage,,
19172,5653,C2E047,1:07:49,Nott,Damage,22,,,22 to Chuul 1,1,HDYWTDT,,
19173,5654,C2E047,1:09:05,Nott,Damage,7,,,7 to Chuul 4,,,,
19174,5655,C2E047,1:09:05,Nott,Damage,7,,,7 to Chuul 4,,,,
19175,5656,C2E047,1:09:15,Nott,Damage,5,,,5 Psychic to Chuul 4,,Phantasmal Force,,
19176,5657,C2E047,1:10:01,Caleb,Damage,15,,,15 to Chuul 3,,Magic Missile (3rd),,
19177,5658,C2E047,1:11:34,Fjord,Damage,20,,,10 (20/2) to Chuul 4,,Thunder Step,,
19178,5659,C2E047,1:12:05,Fjord,Damage,6,,,,,Disregarded,,
19179,5660,C2E047,1:12:48,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
19180,5661,C2E047,1:12:48,Jester,Spell Attack,17,10,,,,Spiritual Weapon with advantage,,
19181,5662,C2E047,1:12:57,Jester,Damage,12,,,12 to Chuul 4,1,HDYWTDT,,
19182,5663,C2E047,1:14:15,Jester,Spell Attack,20,13,,,,Inflict Wounds (2nd),,
19183,5664,C2E047,1:14:15,Jester,Other,4,,,,,Bless,,
19184,5665,C2E047,1:14:40,Jester,Damage,14,,,14 Necrotic to Chuul 3,,,,
19185,5666,C2E047,1:15:38,Caduceus,Constitution Save,9,3,,,,"Concentration, Bless fades",,
19186,5667,C2E047,1:16:13,Caduceus,Damage,7,,,7 Radian to Chuul 3,,Sacred Flame,,
19187,5668,C2E047,1:17:37,Caleb,Constitution Save,13,8,,,,Against Tentacle with proficiency (Transmuter's Stone),,
19188,5669,C2E047,1:20:20,Beau,Attack,21,14,,,,Disregarded due to disadvantage,,
19189,5670,C2E047,1:20:20,Beau,Attack,18,11,,,,Staff with disadvantage,,
19190,5671,C2E047,1:20:20,Beau,Other,2,,,,,Bless,,
19191,5672,C2E047,1:20:53,Beau,Damage,7,,,7 to Chuul 3,,,,
19192,5673,C2E047,1:21:04,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19193,5674,C2E047,1:21:04,Beau,Attack,9,2,,,,Staff with disadvantage,,
19194,5675,C2E047,1:21:14,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
19195,5676,C2E047,1:21:14,Beau,Attack,14,Unknown,,,,Unarmed Strike with disadvantage and with Bless,,
19196,5677,C2E047,1:21:55,Nott,Attack,Nat20,20,Y,,,TTBB1000 SA,,
19197,5678,C2E047,1:22:04,Nott,Damage,23,,,23 to Chuul 3,1,HDYWTDT,,
19198,5679,C2E047,1:25:25,Caduceus,Nature,13,14,,,,,,
19199,5680,C2E047,1:26:22,Caduceus,Persuasion,15,12,,,,,,
19200,5681,C2E047,1:28:01,Beau,Hit Dice,44,,,,,Beau heals 44 points,,
19201,5682,C2E047,1:28:01,Caleb,Hit Dice,23,,,,,Caleb heals 23 points,,
19202,5683,C2E047,1:28:01,Caduceus,Hit Dice,Unknown,Unknown,,,,Caduceus heals unknown points,,
19203,5684,C2E047,1:28:01,Yasha,Hit Dice,15,,,,,Yasha heals 15 points,,
19204,5685,C2E047,1:28:14,Nott,Perception,4,4,,,,,,
19205,5686,C2E047,1:28:18,Nott,Investigation,13,4,,,,,,
19206,5687,C2E047,1:30:12,Jester,Investigation,4,3,,,,,,
19207,5688,C2E047,1:33:30,Fjord,Investigation,11,6,,,,,,
19208,5689,C2E047,1:37:39,Nott,Perception,18,18,,,,,,
19209,5690,C2E047,1:41:44,Caduceus,Perception,10,2,,,,,,
19210,5691,C2E047,1:42:38,Caleb,Investigation,27,19,,,,,,
19211,5692,C2E047,1:47:01,Nott,Investigation,25,16,,,,,,
19212,5693,C2E047,1:47:01,Jester,Investigation,11,10,,,,,,
19213,5694,C2E047,1:49:05,Beau,Investigation,23,18,,,,,,
19214,5695,C2E047,1:50:04,Fjord,Medicine,Nat20,20,,,,,,
19215,5696,C2E047,1:50:12,Jester,Medicine,16,9,,,,,,
19216,5697,C2E047,2:04:44,Jester,Dexterity Save,Nat1,1,,15 to Jester,,Escaping the temple,,
19217,5698,C2E047,2:04:44,Beau,Dexterity Save,21,14,,7 (15/2) to Beau,,Escaping the temple,,
19218,5699,C2E047,2:04:44,Fjord,Dexterity Save,7,7,,15 to Fjord,,Escaping the temple,,
19219,5700,C2E047,,Beau,Perception,Unknown,Unknown,,,,Disregarded due to advantage,,
19220,5701,C2E047,,Beau,Perception,21,18,,,,With advantage,,
19221,5702,C2E047,,Nott,Initiative,20,16,,,,,,
19222,5703,C2E047,,Caduceus,Initiative,17,16,,,,,,
19223,5704,C2E047,,Caleb,Initiative,15,14,,,,,,
19224,5705,C2E047,,Beau,Initiative,14,10,,,,,,
19225,5706,C2E047,,Fjord,Initiative,14,14,,,,,,
19226,5707,C2E047,,Jester,Initiative,12,8,,,,,,
19227,5708,C2E047,,Yasha,Initiative,5,3,,,,,,
19228,5709,C2E047,,Fjord,Survival,3,5,,,,,,
19229,5710,C2E047,,Caduceus,Percentage,15,,,,,,,
19230,5711,C2E047,,Nott,Attack,13,7,,,,Cannon,,
19231,5712,C2E047,,Nott,Attack,13,7,,,,Cannon,,
19232,5713,C2E047,,Nott,Attack,20,14,,,,Cannon,,
19233,5714,C2E047,,Nott,Damage,30,,,30 to Salty Criss,,,,
19234,5715,C2E047,,Caleb,Perception,8,5,,,,,,
19235,5716,C2E047,,Jester,Dexterity,18,14,,,,,,
19236,5717,C2E047,,Jester,Forgery Kit,6,2,,,,Disregarded due to advantage,,
19237,5718,C2E047,,Jester,Forgery Kit,8,4,,,,"With advantage, Disregarded due to fragment of possibility",,
19238,5719,C2E047,,Jester,Forgery Kit,23,19,,,,With fragment of possibility and proficiency,,
19239,5720,C2E047,,Jester,Animal Handling,20,16,,,,,,
19240,5721,C2E048,0:19:34,Jester,History,4,3,,,,,,
19241,5722,C2E048,0:20:29,Jester,History,11,10,,,,,,
19242,5723,C2E048,0:41:57,Jester,Perception,10,6,,,,,,
19243,5724,C2E048,0:53:18,Caleb,Perception,21,17,,,,,,
19244,5725,C2E048,1:01:05,Nott,Perception,8,8,,,,,,
19245,5726,C2E048,1:17:19,Caduceus,Deception,8,5,,,,,,
19246,5727,C2E048,,Jester,Persuasion,21,17,,,,,,
19247,5728,C2E048,,Beau,Persuasion,Nat1,1,,,,,,
19248,5729,C2E048,,Caleb,Perception,21,17,,,,,,
19249,5730,C2E048,,Beau,Persuasion,18,17,,,,,,
19250,5731,C2E048,,Jester,Forgery Kit,Unknown,Unknown,,,,Disregarded due to fragment of possibility,,
19251,5732,C2E048,,Jester,Forgery Kit,23,16,,,,With fragment of possibility (dex+prof),,
19252,5733,C2E048,,Jester,Deception,9,5,,,,,,
19253,5734,C2E048,,Jester,Animal Handling,12,8,,,,,,
19254,5735,C2E048,,Nott,Alchemist Kit,16,10,,,,Disregarded due to disadvantage,,
19255,5736,C2E048,,Nott,Alchemist Kit,16,10,,,,With disadvantage,,
19256,5737,C2E048,,Beau,Intelligence,17,15,,,,,,
19257,5738,C2E048,,Caduceus,Investigation,14,15,,,,,,
19258,5739,C2E048,,Nott,Perception,19,19,,,,,,
19259,5740,C2E048,,Nott,Perception,15,15,,,,,,
19260,5741,C2E048,,Nott,Investigation,11,2,,,,,,
19261,5742,C2E048,,Caleb,Investigation,23,14,,,,Disregarded due to advantage,,
19262,5743,C2E048,,Caleb,Investigation,23,14,,,,With advantage,,
19263,5744,C2E048,,Nott,Thieves' Tools,15,5,,,,,,
19264,5745,C2E048,,Jester,Strength,10,7,,,,,,
19265,5746,C2E048,,Yasha,Strength,Unknown,Unknown,,,,Disregarded due to advantage,,
19266,5747,C2E048,,Yasha,Strength,19,16,,,,With advantage,,
19267,5748,C2E048,,Nott,Investigation,21,12,,,,,,
19268,5749,C2E048,,Fjord,Investigation,Unknown,Unknown,,,,Disregarded due to advantage,,
19269,5750,C2E048,,Fjord,Investigation,21,16,,,,With advantage,,
19270,5751,C2E048,,Nott,Thieves' Tools,29,19,,,,,,
19271,5752,C2E048,,Nott,Constitution Save,19,17,,,,,,
19272,5753,C2E048,,Beau,Investigation,13,8,,,,,,
19273,5754,C2E049,0:15:40,Beau,Perception,21,18,,,,,,
19274,5755,C2E049,0:32:56,Caleb,Perception,Nat1,1,,,,,,
19275,5756,C2E049,0:47:41,Caduceus,Perception,13,5,,,,,,
19276,5757,C2E049,1:10:03,Caleb,Intelligence,19,13,,,,,,
19277,5758,C2E049,1:31:38,Caduceus,Investigation,Unknown,Unknown,,,,Disregarded due to advantage,,
19278,5759,C2E049,1:31:38,Caduceus,Investigation,Nat20,20,,,,With advantage,,
19279,5760,C2E049,1:56:08,Fjord,Deception,16,9,,,,,,
19280,5761,C2E049,2:02:52,Caduceus,Survival,19,14,,,,,,
19281,5762,C2E049,2:08:11,Caduceus,Wisdom,13,8,,,,,,
19282,5763,C2E049,2:09:18,Caduceus,Perception,18,10,,,,,,
19283,5764,C2E049,,Caleb,History,17,8,,,,,,
19284,5765,C2E049,,Beau,History,19,13,,,,,,
19285,5766,C2E049,,Caduceus,Perception,17,9,,,,,,
19286,5767,C2E049,,Fjord,Perception,Nat1,1,,,,,,
19287,5768,C2E049,,Jester,Sleight of Hand,16,9,,,,,,
19288,5769,C2E049,,Fjord,Deception,24,17,,,,,,
19289,5770,C2E049,,Beau,Intimidation,15,14,,,,,,
19290,5771,C2E049,,Jester,Intelligence,16,15,,,,,,
19291,5772,C2E049,,Jester,Strength,8,5,,,,As Dire Honey Badger (+3 mod),,
19292,5773,C2E049,,Jester,Strength,6,3,,,,As Dire Honey Badger (+3 mod),,
19293,5774,C2E049,,Jester,Other,4,,,,,Bless,,
19294,5775,C2E049,,Jester,Perception,14,10,,,,,,
19295,5776,C2E049,,Caleb,Perception,9,5,,,,,,
19296,5777,C2E049,,Caduceus,Persuasion,20,17,,,,,,
19297,5778,C2E049,,Caduceus,Nature,7,8,,,,,,
19298,5779,C2E049,,Nott,Perception,17,17,,,,,,
19299,5780,C2E049,,Caleb,Hit Points,1,,,,,Disregarded,,
19300,5781,C2E049,,Caleb,Hit Points,8,6,,,,,,
19301,5782,C2E049,,Fjord,Hit Points,10,6,,,,,,
19302,5783,C2E049,,Beau,Hit Points,9,6,,,,,,
