,Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
9559,C2E082,00:44:23,Nott,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
9560,C2E082,00:44:23,Nott,Attack,26,16,,,,Dagger of Denial SA against Golem
9561,C2E082,00:44:50,Nott,Damage,22,,,22 to Clone,,
9562,C2E082,00:45:54,Beau,Attack,Nat20,20,,,,Unarmed Strike against Clone
9563,C2E082,00:45:58,Beau,Attack,26,16,,,,Unarmed Strike against Clone
9564,C2E082,00:46:11,Beau,Damage,18,,,18 to Clone,,
9565,C2E082,00:46:23,Beau,Damage,10,,,10 to Clone,,
9566,C2E082,00:47:27,Beau,Attack,11,2,,,,Unarmed Strike against Clone
9567,C2E082,00:49:31,Fjord,Attack,23,13,,,,Star Razor against Clone
9568,C2E082,00:49:33,Fjord,Attack,27,17,,,,Star Razor against Clone
9569,C2E082,00:49:41,Fjord,Damage,20,,,20 to Clone,,
9570,C2E082,00:49:49,Fjord,Damage,20,,,20 to Clone,,
9571,C2E082,00:50:48,Beau,Attack,15,6,,,,Unarmed Strike against Clone
9572,C2E082,00:50:51,Fjord,Attack,22,12,,,,Star Razor against Clone
9573,C2E082,00:50:55,Nott,Attack,12,3,,,,Giant Ape Fist against Clone
9574,C2E082,00:51:00,Fjord,Damage,21,,,21 to Clone,,
9575,C2E082,00:52:06,Caduceus,Constitution Save,Unknown,Unknown,,,,disregarded due to advantage
9576,C2E082,00:52:06,Caduceus,Constitution Save,Nat20,20,,,,
9577,C2E082,00:52:31,Caduceus,Constitution Save,Unknown,Unknown,,,,disregarded due to advantage
9578,C2E082,00:52:31,Caduceus,Constitution Save,9,7,,,,
9579,C2E082,00:54:38,Jester,Spell Attack,25,16,,,,Guiding Bolt against Clone
9580,C2E082,00:54:56,Jester,Damage,26,,,26 Radiant to Clone,,Clone goes unconscious (HDYWTDT)
9581,C2E082,00:58:55,Jester,Damage,20,,,20 Cold to Clone,,Clone goes unconscious (HDYWTDT)
9582,C2E082,01:00:23,Beau,Medicine,15,12,,,,
9583,C2E082,01:00:10,Jester,Healing,11,,,Caduceus heals 11,,
9584,C2E082,01:01:34,Caduceus,Other,4,,,,,
9585,C2E082,01:02:08,Beau,Attack,18,9,,,,Unarmed Strike against Clone
9586,C2E082,01:02:12,Beau,Damage,12,,,12 to Clone,,
9587,C2E082,01:03:34,Jester,Spell Attack,23,14,,,,Guiding Bolt against Clone
9588,C2E082,01:03:44,Jester,Damage,16,,,16 radiant to Clone,,Clone goes unconscious (HDYWTDT)
9589,C2E082,01:04:36,Fjord,Intelligence,Nat20,20,,,,
9590,C2E082,01:04:39,Caleb,Intelligence,16,11,,,,
9591,C2E082,01:04:40,Jester,Intelligence,17,16,,,,
9592,C2E082,01:04:41,Caduceus,Intelligence,11,12,,,,
9593,C2E082,01:04:42,Nott,Intelligence,17,14,,,,
9594,C2E082,01:04:43,Beau,Intelligence,19,15,,,,
9595,C2E082,01:05:21,Beau,Investigation,16,8,,,,
9596,C2E082,01:06:07,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
9597,C2E082,01:06:07,Fjord,Spell Attack,20,11,,,,Scorching Ray (Glove of Blasting)
9598,C2E082,01:06:14,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
9599,C2E082,01:06:14,Fjord,Spell Attack,14,5,,,,Scorching Ray (Glove of Blasting)
9600,C2E082,01:06:20,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
9601,C2E082,01:06:20,Fjord,Spell Attack,27,18,,,,Scorching Ray (Glove of Blasting)
9602,C2E082,01:06:49,Jester,Attack,Unknown,Unknown,,,,Disregarded due to advantage
9603,C2E082,01:06:49,Jester,Attack,16,8,,,,Handaxe against Clone
9604,C2E082,01:09:46,Fjord,Perception,20,18,,,,
9605,C2E082,01:13:45,Nott,Investigation,12,14,,,,as Giant Ape
9606,C2E082,01:16:01,Jester,Investigation,16,15,,,,
9607,C2E082,01:16:20,Jester,Hit Dice,11,,,Jester heals 11,,
9608,C2E082,01:16:20,Caduceus,Hit Dice,72,,,Caduceus heals 72,,
9609,C2E082,01:16:20,Beau,Hit Dice,42,,,Beau heals 42,,
9610,C2E082,01:16:20,Nott,Hit Dice,32,,,Nott heals 32,,
9611,C2E082,01:18:18,Caleb,Arcana,27,18,,,,
9612,C2E082,01:19:35,Nott,Intelligence,12,9,,,,
9613,C2E082,01:20:42,Nott,Investigation,26,15,,,,
9614,C2E082,01:20:42,Nott,Other,2,,,,,Guidance
9615,C2E082,01:20:42,Beau,Investigation,Nat20,20,,,,
9616,C2E082,01:28:18,Nott,Investigation,18,7,,,,
9617,C2E082,01:29:35,Caleb,Arcana,16,7,,,,
9618,C2E082,01:34:20,Beau,Investigation,16,8,,,,With Guidance
9619,C2E082,01:36:00,Nott,Investigation,19,,,,,
9620,C2E082,01:36:39,Caleb,Investigation,18,,,,,
9621,C2E082,01:36:39,Jester,Investigation,Nat20,20,,,,
9622,C2E082,02:17:00,Jester,Initiative,22,,,,,
9623,C2E082,02:17:10,Caduceus,Initiative,18,,,,,
9624,C2E082,02:17:12,Beau,Initiative,16,,,,,With Boots of Alert
9625,C2E082,02:17:15,Nott,Initiative,17,,,,,
9626,C2E082,02:17:30,Caleb,Initiative,14,,,,,
9627,C2E082,02:17:35,Fjord,Initiative,2,,,,,
9628,C2E082,02:19:03,Jester,Other,32,,,,,Divine Intervention
9629,C2E082,02:23:05,Beau,Investigation,25,,,,,
9630,C2E082,02:25:14,Caleb,Intelligence,16,,,,,
9631,C2E082,02:27:27,Fjord,Strength Save,15,,,,,Against Tendril with Bless
9632,C2E082,02:28:04,Nott,Strength Save,12,,,,,Against Tendril with Bless
9633,C2E082,02:28:41,Jester,Strength Save,17,,,,,Against Tendril
9634,C2E082,02:29:24,Fjord,Perception,5,,,,,
9635,C2E082,02:29:41,Fjord,Attack,Nat20,20,Y,,,Star Razor
9636,C2E082,02:29:43,Fjord,Attack,26,,,,,Star Razor
9637,C2E082,02:29:51,Fjord,Damage,13,,,13 to Tendril,,
9638,C2E082,02:30:03,Fjord,Damage,12,,,12 to Tendril,1.0,
9639,C2E082,02:31:06,Jester,Spell Attack,16,,,,,Spiritual Weapon
9640,C2E082,02:31:12,Jester,Damage,20,,,20 Force to Tendril,,
9641,C2E082,02:32:21,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advatage
9642,C2E082,02:32:21,Caduceus,Constitution Save,11,,,,,Concentration with advantage
9643,C2E082,02:34:16,Nott,Strength,19,,,,,
9644,C2E082,02:35:12,Nott,Healing,9,,,,,"Potion of Greater Healing, Nott heals 9 points"
9645,C2E082,02:35:54,Beau,Investigation,23,,,,,
9646,C2E082,02:37:09,Willi,Initiative,Nat20,20,,,,Disregarded
9647,C2E082,02:38:10,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
9648,C2E082,02:38:10,Caduceus,Constitution Save,Unknown,Unknown,,,,Concentration with advantage
9649,C2E082,02:38:10,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
9650,C2E082,02:39:05,Jester,Strength Save,9,,,,,Against Tendril with Bless
9651,C2E082,02:39:58,Caduceus,Damage,15,,,15 Force,,Shield of Retribution
9652,C2E082,02:41:01,Jester,Constitution Save,10,,,,,Concentration
9653,C2E082,02:41:08,Caleb,Strength Save,Nat1,1,,,,Against Tendril
9654,C2E082,02:41:54,Fjord,Spell Attack,Nat20,20,Y,,,Eldritch Blast
9655,C2E082,02:41:59,Fjord,Spell Attack,20,,,,,Eldritch Blast
9656,C2E082,02:42:23,Fjord,Other,2,,,,,Bless
9657,C2E082,02:42:48,Fjord,Damage,15,,,15 to Tendril,1.0,
9658,C2E082,02:43:55,Jester,Spell Attack,23,,,,,Spiritual Weapon
9659,C2E082,02:44:01,Jester,Damage,17,,,17 to Tendril,1.0,
9660,C2E082,02:44:50,Jester,Spell Attack,22,,,,,Guiding Bolt (1st)
9661,C2E082,02:45:00,Jester,Damage,11,,,11 Radiant to Tendril,,
9662,C2E082,02:46:18,Nott,Investigation,22,,,,,
9663,C2E082,02:48:03,Willi,Attack,25,,,,,Slam
9664,C2E082,02:48:06,Willi,Attack,Unknown,Unknown,,,,Slam
9665,C2E082,02:48:12,Willi,Damage,5,,,5 to Tendril,,
9666,C2E082,02:48:15,Willi,Damage,10,,,10 to Tendril,1.0,
9667,C2E082,02:48:58,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
9668,C2E082,02:48:58,Caleb,Investigation,24,,,,,With advantage
9669,C2E082,02:50:47,Nott,Strength Save,16,,,,,Against Tendril with Bless
9670,C2E082,02:51:06,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
9671,C2E082,2:51;06,Caduceus,Constitution Save,18,,,,,Concentration with advantage
9672,C2E082,02:51:17,Caduceus,Strength Save,9,,,,,Against Tendril with Bless
9673,C2E082,02:51:44,Caleb,Strength Save,9,,,,,Against Tendril with Bless
9674,C2E082,02:52:33,Fjord,Spell Attack,20,,,,,Eldritch Blast
9675,C2E082,02:52:38,Fjord,Damage,14,,,14 to Tendril,,
9676,C2E082,02:53:02,Fjord,Spell Attack,25,,,,,Eldritch Blast
9677,C2E082,02:53:09,Fjord,Damage,16,,,16 to Tendril,,
9678,C2E082,02:54:06,Jester,Spell Attack,23,,,,,Spiritual Weapon
9679,C2E082,02:54:13,Jester,Other,3,,,,,Bless
9680,C2E082,02:54:23,Jester,Damage,14,,,14 to Cage,,
9681,C2E082,02:55:13,Jester,Damage,3,,,3 Radiant to Tendril,,Sacred Flame
9682,C2E082,02:56:21,Caduceus,Attack,17,,,,,Staff of Withering (disregarded)
9683,C2E082,02:57:14,Caduceus,Damage,20,,,20 Radiant to Tendril,1.0,Sacred Flame
9684,C2E082,02:58:40,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
9685,C2E082,02:59:32,Nott,Investigation,25,,,,,
9686,C2E082,03:03:52,Willi,Damage,31,,,46 [31 to Tendril + 15 (31/2) to Tendril] Lightning,1.0,Lightning Breath
9687,C2E082,03:04:41,Jester,Strength Save,10,,,,,Against Tendril with Bless
9688,C2E082,03:05:14,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
9689,C2E082,03:05:14,Caleb,Investigation,24,,,,,With advantage
9690,C2E082,03:50:49,Fjord,Attack,13,,,,,Star Razor
9691,C2E082,03:05:53,Fjord,Other,1,,,,,Bless
9692,C2E082,03:05:59,Fjord,Attack,30,,,,,Star Razor
9693,C2E082,03:06:00,Fjord,Other,3,,,,,Bless
9694,C2E082,03:06:10,Fjord,Damage,17,,,17 to Cage,,
9695,C2E082,03:07:08,Jester,Spell Attack,23,,,,,Spiritual Weapon
9696,C2E082,03:07:14,Jester,Other,4,,,,,Bless
9697,C2E082,03:07:23,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
9698,C2E082,03:07:29,Jester,Damage,17,,,17 to Tendril,1.0,
9699,C2E082,03:09:15,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
9700,C2E082,03:10:36,Nott,Attack,18,,,,,TTBB1000
9701,C2E082,03:10:59,Nott,Damage,8,,,8 to Tendril,,
9702,C2E082,03:10:55,Nott,Attack,28,,,,,TTBB1000
9703,C2E082,03:10:58,Nott,Damage,8,,,8 to Tendril,,
9704,C2E082,03:11:38,Caleb,Investigation,,2,,,,Disregarded due to advantage
9705,C2E082,03:11:38,Caleb,Investigation,,5,,,,With advantage
9706,C2E082,03:11:44,Caleb,Other,3,,,,,Guidance
9707,C2E082,03:12:15,Willi,Attack,21,,,,,Slam
9708,C2E082,03:12:16,Willi,Attack,22,,,,,Slam
9709,C2E082,03:13:43,Caduceus,Strength Save,Unknown,Unknown,,,,"Against Tendril, fails"
9710,C2E082,03:14:11,Fjord,Attack,21,,,,,Star Razor with Bless
9711,C2E082,03:14:19,Fjord,Damage,17,,,17 to Tendril,1.0,
9712,C2E082,03:14:39,Fjord,Attack,23,,,,,Star Razor
9713,C2E082,03:14:48,Fjord,Damage,15,,,15 to Tendril,,
9714,C2E082,03:15:17,Jester,Spell Attack,29,,,,,Spiritual Weapon
9715,C2E082,03:15:21,Jester,Damage,10,,,10 Force to Cage,,
9716,C2E082,03:17:00,Jester,Damage,20,,,10 (20/2) Radiant to Cage,,Dawn
9717,C2E082,03:17:34,Caduceus,Damage,18,,,18 Radiant to Tendril,1.0,Sacred Flame
9718,C2E082,03:18:31,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
9719,C2E082,03:20:27,Nott,Attack,12,,,,,
9720,C2E082,03:20:33,Nott,Attack,23,,,,,TTBB1000
9721,C2E082,03:20:41,Nott,Other,1,,,,,Bless
9722,C2E082,03:21:31,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike wih Bless
9723,C2E082,03:21:40,Beau,Attack,24,,,,,Unarmed Strike wih Bless
9724,C2E082,03:21:55,Beau,Damage,9,,,9 to Cage,,
9725,C2E082,03:22:36,Beau,Attack,26,,,,,Unarmed Strike with Bless
9726,C2E082,03:22:39,Beau,Damage,9,,,9 to Cage,,
9727,C2E082,03:22:44,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike with Bless
9728,C2E082,03:23:05,Caleb,Investigation,Unknown,Unknown,,,,
9729,C2E082,03:26:40,Willi,Attack,26,,,,,Slam
9730,C2E082,03:26:42,Willi,Attack,16,,,,,Slam
9731,C2E082,03:23:27,Willi,Damage,9,,,9 to Cage,,
9732,C2E082,03:24:33,Jester,Constitution Save,Unknown,Unknown,,,,"Concentration, succeeds"
9733,C2E082,03:24:58,Jester,Strength Save,12,,,,,"Against Tendril, fails"
9734,C2E082,03:25:09,Jester,Constitution Save,Unknown,Unknown,,,,"Concentration, fails"
9735,C2E082,03:25:46,Fjord,Spell Attack,14,,,,,Eldritch Blast
9736,C2E082,03:25:46,Fjord,Spell Attack,24,,,,,Eldritch Blast
9737,C2E082,03:25:55,Fjord,Damage,12,,,12 to Tendril,,
9738,C2E082,03:25:58,Fjord,Damage,14,,,14 to Tendril,1.0,
9739,C2E082,03:26:29,Jester,Spell Attack,Nat20,20,Y,,,Spiritual Weapon
9740,C2E082,03:26:36,Jester,Damage,15,,,15 Force to Cage,,Cage Shatters
9741,C2E082,03:27:09,Jester,Spell Attack,27,,,,,Guiding Bolt (4th)
9742,C2E082,03:27:44,Jester,Damage,30,,,30 Radiant to Heart,,
9743,C2E082,03:30:04,Nott,Attack,13,,,,,TTBB1000 SA
9744,C2E082,03:30:33,Nott,Damage,27,,,27 to Heart,,
9745,C2E082,03:30:48,Nott,Attack,18,,,,,TTBB1000
9746,C2E082,03:30:54,Nott,Damage,10,,,10 to Heart,,
9747,C2E082,03:31:21,Beau,Attack,17,,,,,Unarmed Holy Weapon Strike
9748,C2E082,03:31:22,Beau,Attack,18,,,,,Unarmed Holy Weapon Strike
9749,C2E082,03:32:15,Beau,Damage,32,,,32 to Heart,,
9750,C2E082,03:32:45,Beau,Attack,13,,,,,Unarmed Holy Weapon Strike
9751,C2E082,03:32:47,Beau,Attack,18,,,,1.0,Unarmed Holy Weapon Strike (damage unrolled-HDYWTDT)
9752,C2E082,03:34:52,Caduceus,Perception,Nat20,20,,,,
9753,C2E082,03:35:25,Nott,Investigation,13,,,,,
9754,C2E082,03:45:57,Caleb,Arcana,17,,,,,
9755,C2E082,03:46:18,Caleb,Healing,9,,,,,Willi heals 9 points
9756,C2E082,03:51:40,Caduceus,Other,73,,,,,Divine Intervention
9757,C2E082,03:51:53,Jester,Other,23,,,,,Divine Intervention
9758,C2E082,03:56:38,Nott,Investigation,26,,,,,With Guidance
9759,C2E082,04:13:56,Caleb,Perception,Unknown,Unknown,,,,Disregarded due to advantage
9760,C2E082,04:13:56,Caleb,Perception,15,,,,,With advantage
9761,C2E082,04:15:04,Caleb,Arcana,24,,,,,
9762,C2E082,04:16:31,Jester,Investigation,3,,,,,
9763,C2E082,04:16:31,Nott,Investigation,13,,,,,
9764,C2E082,04:16:48,Caleb,Investigation,22,,,,,
9765,C2E082,04:18:36,Beau,Perception,15,,,,,
9766,C2E083,00:16:03,Caleb,Perception,7,3,,,,
9767,C2E083,00:17:30,Jester,Investigation,6,5,,,,
9768,C2E083,00:22:33,Beau,Perception,Nat20,20,,,,
9769,C2E083,00:27:38,Caleb,Arcana,Nat1,1,,,,
9770,C2E083,00:29:12,Nott,Investigation,16,5,,,,
9771,C2E083,00:38:15,Beau,Perception,14,11,,,,
9772,C2E083,00:39:25,Caduceus,Strength,18,18,,,,
9773,C2E083,00:39:59,Beau,Dexterity,15,10,,,,
9774,C2E083,00:43:44,Jester,Medicine,Unknown,Unknown,,,,Disregarded due to advantage
9775,C2E083,00:43:44,Jester,Medicine,23,18,,,,With advantage and with Guidance
9776,C2E083,00:46:31,Caleb,Investigation,22,13,,,,
9777,C2E083,00:55:31,Beau,Athletics,Unknown,Unknown,,,,Disregarded due to Fortune's Favor
9778,C2E083,00:55:31,Beau,Athletics,23,19,,,,With Fortune's Favor and with Guidance
9779,C2E083,00:56:39,Beau,Perception,5,2,,,,
9780,C2E083,00:58:37,Beau,Arcana,17,13,,,,
9781,C2E083,01:01:36,Caduceus,Perception,17,8,,,,
9782,C2E083,01:03:19,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
9783,C2E083,01:03:19,Caleb,Investigation,Nat20,20,,,,With advantage
9784,C2E083,01:07:44,Caleb,Arcana,12,2,,,,Disregarded due to Fortune's Favor
9785,C2E083,01:07:44,Caleb,Arcana,14,4,,,,With Fortune's Favor
9786,C2E083,01:12:08,Caleb,Perception,13,9,,,,
9787,C2E083,01:59:10,Jester,Strength,12,9,,,,As Giant Eagle
9788,C2E083,02:43:27,Caleb,Perception,Unknown,Unknown,,,,
9789,C2E083,02:43:32,Fjord,Perception,16,14,,,,
9790,C2E083,02:45:10,Jester,Perception,13,8,,,,
9791,C2E083,02:57:57,Fjord,Perception,18,16,,,,
9792,C2E083,03:01:18,Caduceus,Perception,27,18,,,,
9793,C2E083,03:01:25,Beau,Perception,10,7,,,,
9794,C2E083,03:07:06,Nott,Investigation,23,12,,,,
9795,C2E083,03:07:53,Nott,Thieves' Tools,22,9,,,,
9796,C2E083,03:11:13,Caleb,Intelligence,26,20,,,,
9797,C2E083,03:16:56,Nott,Investigation,19,8,,,,
9798,C2E083,03:19:35,Nott,Thieves' Tools,19,8,,,,
9799,C2E083,03:20:05,Nott,Consitution Save,11,9,,,,Disregarded
9800,C2E083,03:25:30,Nott,Hit Dice,Unknown,Unknown,,,,
9801,C2E083,03:25:45,Beau,Investigation,24,16,,,,
9802,C2E083,03:26:56,Fjord,Intelligence,4,2,,,,
9803,C2E083,03:27:08,Beau,Intelligence,17,13,,,,
9804,C2E083,03:29:12,Jester,Healing,Unknown,Unknown,,,,Cure Wounds (4th)
9805,C2E083,03:32:40,Nott,Investigation,27,16,,,,
9806,C2E083,03:34:00,Caleb,Arcana,29,19,,,,
9807,C2E083,03:36:13,Jester,Performance,8,3,,,,
9808,C2E083,03:36:30,Jester,Strength,15,12,,,,
9809,C2E083,03:38:14,Nott,Investigation,28,17,,,,
9810,C2E083,03:38:20,Nott,Thieves' Tools,30,17,,,,
9811,C2E083,03:41:07,Jester,Deception,Nat1,1,,,,
9812,C2E083,03:44:06,Fjord,Insight,Nat1,1,,,,
9813,C2E083,03:44:09,Nott,Insight,15,10,,,,
9814,C2E083,03:49:58,Caduceus,Medicine,13,4,,,,
9815,C2E084,00:13:45,Beau,Religion,23,19,,,,
9816,C2E084,00:24:32,Beau,Intelligence,15,11,,,,
9817,C2E084,00:24:32,Caleb,Intelligence,18,12,,,,
9818,C2E084,00:43:14,Nott,Perception,11,10,,,,
9819,C2E084,00:43:14,Beau,Sleight of Hand,14,9,,,,
9820,C2E084,01:05:48,Jester,Perception,11,6,,,,
9821,C2E084,01:05:48,Caduceus,Perception,19,10,,,,
9822,C2E084,01:17:24,Jester,Perception,8,3,,,,
9823,C2E084,01:17:30,Jester,Intelligence,16,15,,,,
9824,C2E084,01:18:37,Nott,Constitution Save,9,7,,,,Nott passes out
9825,C2E084,01:21:57,Jester,Constitution Save,5,3,,,,Jester passes out
9826,C2E084,01:24:34,Beau,Constitution Save,6,3,,,,
9827,C2E084,01:39:31,Beau,Attack,Nat1,1,,,,Unarmed Strike with advantage against Fjord
9828,C2E084,01:39:31,Beau,Attack,21,11,,,,
9829,C2E084,01:39:48,Beau,Damage,8,,,,,
9830,C2E084,02:30:45,Fjord,Perception,15,13,,,,
9831,C2E084,02:49:54,Caleb,Investigation,Unknown,Unknown,,,,disregarded due to advantage (Fortune's Favor)
9832,C2E084,02:49:54,Caleb,Investigation,25,15,,,,
9833,C2E084,03:05:49,Nott,Persuasion,11,8,,,,
9834,C2E084,03:05:51,Jester,Persuasion,Nat20,20,,,,with Guidance
9835,C2E084,03:16:39,Beau,Insight,27,20,,,,receives whisper about Oremid Hass
9836,C2E084,03:16:39,Caduceus,Insight,19,10,,,,receives whisper about Oremid Hass
9837,C2E084,03:33:28,Fjord,Persuasion,21,16,,,,
9838,C2E084,03:38:34,Jester,Insight,21,16,,,,
9839,C2E084,03:57:33,Caduceus,Constitution Save,15,13,,,,
9840,C2E084,03:59:50,Caduceus,Attack,23,19,,,,
9841,C2E085,00:11:34,Nott,Initiative,24,19,,,,
9842,C2E085,00:11:40,Beau,Initiative,15,10,,,,
9843,C2E085,00:11:48,Jester,Initiative,13,9,,,,
9844,C2E085,00:11:48,Caduceus,Initiative,12,11,,,,
9845,C2E085,00:11:49,Caleb,Initiative,12,11,,,,
9846,C2E085,00:13:50,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
9847,C2E085,00:13:50,Nott,Stealth,30,17,,,,
9848,C2E085,00:15:01,Nott,Attack,15,5,,,,TTBB1000 against Caedogeist
9849,C2E085,00:17:30,Beau,Attack,15,5,,,,Unarmed Strike against Caedogeist
9850,C2E085,00:24:56,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
9851,C2E085,00:24:56,Nott,Stealth,16,3,,,,
9852,C2E085,00:25:50,Fjord,Spell Attack,Unknown,Unknown,,,,
9853,C2E085,00:26:08,Fjord,Spell Attack,19,9,,,,Eldritch Blast against Caedogeist
9854,C2E085,00:26:17,Fjord,Damage,11,,,,,hits Mirror Image
9855,C2E085,00:26:55,Beau,Attack,Nat20,20,,,,Throwing Dart against Caedogeist
9856,C2E085,00:27:38,Beau,Damage,8,,,8 to Caedogeist,,
9857,C2E085,00:28:15,Beau,Attack,21,11,,,,Throwing Dart against Caedogeist
9858,C2E085,00:28:25,Beau,Damage,10,,,10 to Caedogeist,,
9859,C2E085,00:28:46,Nott,Attack,18,8,,,,TTBB1000 Bola Shot against Caedogeist
9860,C2E085,00:41:00,Nott,Constitution Save,17,15,,,,Nott loses concentration on THL
9861,C2E085,00:41:25,Nott,Constitution Save,19,17,,,,Nott resists the poison
9862,C2E085,00:43:54,Caleb,Damage,20,,,20 to Caedogeist,,Magic Missile (3rd) against Caedogeist
9863,C2E085,00:46:21,Beau,Attack,19,9,,,,Unarmed Strike against Caedogeist
9864,C2E085,00:46:57,Beau,Attack,15,5,,,,Unarmed Strike against Caedogeist
9865,C2E085,00:52:31,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
9866,C2E085,00:52:31,Nott,Stealth,29,16,,,,
9867,C2E085,00:54:16,Jester,Damage,15,,,15 to Caedogeist,,Spirit Guardians
9868,C2E085,00:54:52,Beau,Attack,28,18,,,,Unarmed Strike against Caedogeist
9869,C2E085,00:54:52,Beau,Attack,24,14,,,,Unarmed Strike against Caedogeist
9870,C2E085,00:55:23,Beau,Damage,24,,,24 to Caedogeist,,
9871,C2E085,00:55:34,Beau,Damage,7,,,7 to Caedogeist,,
9872,C2E085,00:56:48,Fjord,Spell Attack,24,15,,,,Eldritch Blast against Caedogeist
9873,C2E085,00:56:48,Fjord,Spell Attack,14,5,,,,disregarded due to advantage
9874,C2E085,00:56:50,Fjord,Spell Attack,Unknown,Unknown,,,,disregarded due to advantage
9875,C2E085,00:56:50,Fjord,Spell Attack,19,10,,,,Eldritch Blast against Caedogeist
9876,C2E085,00:56:57,Fjord,Damage,13,,,,,hits Mirror Image
9877,C2E085,00:57:08,Fjord,Damage,14,,,14 to Caedogeist,,
9878,C2E085,00:58:12,Fjord,Perception,16,14,,,,
9879,C2E085,00:58:18,Beau,Perception,13,10,,,,
9880,C2E085,00:58:41,Beau,Attack,17,7,,,,Unarmed Strike against Caedogeist
9881,C2E085,00:58:41,Beau,Attack,15,5,,,,disregarded due to advantage
9882,C2E085,00:58:54,Beau,Attack,14,4,,,,Unarmed Strike against Caedogeist
9883,C2E085,00:58:54,Beau,Attack,Nat1,1,,,,disregarded due to advantage
9884,C2E085,00:59:14,Beau,Attack,Unknown,Unknown,,,,disregarded due to advantage
9885,C2E085,00:59:14,Beau,Attack,26,16,,,,Unarmed Strike against Caedogeist
9886,C2E085,00:59:17,Beau,Damage,9,,,9 to Caedogeist,,
9887,C2E085,00:59:24,Beau,Attack,18,8,,,,Unarmed Strike against Caedogeist
9888,C2E085,00:59:24,Beau,Attack,13,3,,,,disregarded due to advantage
9889,C2E085,01:00:26,Jester,Spell Attack,Nat1,1,,,,Inflict Wounds (5th) against Caedogeist
9890,C2E085,01:00:50,Jester,Spell Attack,11,2,,,,Spiritual Weapon (4th) against Caedogeist
9891,C2E085,01:04:05,Caleb,Damage,11,,,11 to Caedogeist,,Magic Missile (3rd) against Caedogeist
9892,C2E085,01:05:34,Caduceus,Damage,32,,,32 to Caedogeist,,Blight against Caedogeist
9893,C2E085,01:07:12,Fjord,Attack,20,9,,,,Star Razor (activated) against Caedogeist
9894,C2E085,01:07:52,Fjord,Attack,24,13,,,,Star Razor (activated) against Caedogeist
9895,C2E085,01:08:23,Fjord,Damage,33,,,33 to Caedogeist,,"Banishing Smite, Caedogeist is Banished"
9896,C2E085,01:10:15,Fjord,Damage,8,,,8 to Caedogeist,,Hexblade's Curse and Enlarge damage
9897,C2E085,01:10:18,Jester,Healing,13,,,Nott heals 13,,Cure Wounds (3rd) to Nott
9898,C2E085,01:10:23,Caduceus,Healing,23,,,Beau heals 23,,Cure Wounds to Beau
9899,C2E085,01:12:08,Nott,Perception,Nat1,1,,,,
9900,C2E085,01:12:21,Jester,Perception,20,15,,,,
9901,C2E085,01:13:04,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
9902,C2E085,01:13:04,Nott,Stealth,16,3,,,,
9903,C2E085,01:17:00,Nott,Attack,29,19,,,,TTBB1000 against Caedogeist (hits mirror image)
9904,C2E085,01:18:20,Beau,Attack,29,19,,,,Unarmed Strike against Caedogeist
9905,C2E085,01:18:20,Beau,Attack,Unknown,Unknown,,,,disregarded due to advantage
9906,C2E085,01:18:26,Beau,Attack,15,5,,,,Unarmed Strike against Caedogeist
9907,C2E085,01:18:26,Beau,Attack,Unknown,Unknown,,,,disregarded due to advantage
9908,C2E085,01:18:38,Beau,Damage,9,,,9 to Caedogeist,,
9909,C2E085,01:19:12,Jester,Spell Attack,15,6,,,,Inflict Wounds (5th) against Caedogeist
9910,C2E085,01:20:00,Caleb,Strength,Unknown,Unknown,,,,disregarded due to advantage
9911,C2E085,01:20:00,Caleb,Strength,32,19,,,,Cat's Ire
9912,C2E085,01:21:22,Nott,Attack,12,2,,,,TTBB1000 against Caedogeist
9913,C2E085,01:21:31,Nott,Attack,21,11,,,,TTBB1000 against Caedogeist
9914,C2E085,01:22:32,Beau,Attack,17,7,,,,Umarmed Strike against Caedogeist
9915,C2E085,01:28:56,Jester,Dexterity,6,2,,,,
